label,row_idx,question,expected_ids,retrieved_ids,embed_time_ms,retrieval_time_ms,total_time_ms,hit@1,hit@5,hit@10,mrr,all_hit@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10,ndcg@1,ndcg@5,ndcg@10,map@1,map@5,map@10,top_k_accuracy@1,top_k_accuracy@5,top_k_accuracy@10,P_1,P_5,P_10,recall_1,recall_5,recall_10,ndcg_cut_1,ndcg_cut_5,ndcg_cut_10,map_cut_1,map_cut_5,map_cut_10,top_k_accuracy_1,top_k_accuracy_5,top_k_accuracy_10
single:float32,10,"Bagaimana struktur respons API untuk persetujuan perubahan variabel karyawan yang mencakup informasi karyawan, aksi, dan status persetujuan?","['152581-StructuredElementChunker-1800-360-4000-0-markdown-True-353', '152581-StructuredElementChunker-1800-360-4000-0-markdown-True-355']","['153041-StructuredElementChunker-1800-360-4000-0-markdown-True-6', '153020-StructuredElementChunker-1800-360-4000-0-markdown-True-35', '153065-StructuredElementChunker-1800-360-4000-0-markdown-True-8', '153020-StructuredElementChunker-1800-360-4000-0-markdown-True-30', '153022-StructuredElementChunker-1800-360-4000-0-markdown-True-12', '153124-StructuredElementChunker-1800-360-4000-0-markdown-True-10', '153065-StructuredElementChunker-1800-360-4000-0-markdown-True-13', '152933-StructuredElementChunker-1800-360-4000-0-markdown-True-83', '152933-StructuredElementChunker-1800-360-4000-0-markdown-True-93', '152932-StructuredElementChunker-1800-360-4000-0-markdown-True-7']",417.9959630018857,98.63619499810738,516.6321579999931,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single:float32,11,Dalam kondisi apa nilai (value) dan tanggal (date) pada respons persetujuan variabel karyawan akan dikosongkan (null)?,"['152581-StructuredElementChunker-1800-360-4000-0-markdown-True-357', '152581-StructuredElementChunker-1800-360-4000-0-markdown-True-358']","['153049-StructuredElementChunker-1800-360-4000-0-markdown-True-57', '152559-StructuredElementChunker-1800-360-4000-0-markdown-True-209', '152557-StructuredElementChunker-1800-360-4000-0-markdown-True-51', '152557-StructuredElementChunker-1800-360-4000-0-markdown-True-50', '152559-StructuredElementChunker-1800-360-4000-0-markdown-True-219', '153049-StructuredElementChunker-1800-360-4000-0-markdown-True-23', '153071-StructuredElementChunker-1800-360-4000-0-markdown-True-50', '153020-StructuredElementChunker-1800-360-4000-0-markdown-True-32', '152557-StructuredElementChunker-1800-360-4000-0-markdown-True-49', '153071-StructuredElementChunker-1800-360-4000-0-markdown-True-41']",414.5293090004998,87.83900699927472,502.3683159997745,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single:float32,12,Bagaimana informasi status pekerjaan dan organisasi karyawan dimasukkan ke dalam respons persetujuan variabel karyawan?,"['152581-StructuredElementChunker-1800-360-4000-0-markdown-True-356', '152581-StructuredElementChunker-1800-360-4000-0-markdown-True-353']","['152570-StructuredElementChunker-1800-360-4000-0-markdown-True-137', '153041-StructuredElementChunker-1800-360-4000-0-markdown-True-6', '153022-StructuredElementChunker-1800-360-4000-0-markdown-True-12', '153020-StructuredElementChunker-1800-360-4000-0-markdown-True-30', '153003-StructuredElementChunker-1800-360-4000-0-markdown-True-2', '152570-StructuredElementChunker-1800-360-4000-0-markdown-True-169', '153019-StructuredElementChunker-1800-360-4000-0-markdown-True-8', '152550-StructuredElementChunker-1800-360-4000-0-markdown-True-28', '153020-StructuredElementChunker-1800-360-4000-0-markdown-True-32', '152866-StructuredElementChunker-1800-360-4000-0-markdown-True-34']",481.93331400034367,91.34905500104651,573.2823690013902,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single:float32,13,Apa peran konstanta APPROVAL_SUFFIX dalam proses pencarian dan penyaringan data persetujuan variabel karyawan?,"['152581-StructuredElementChunker-1800-360-4000-0-markdown-True-366', '152581-StructuredElementChunker-1800-360-4000-0-markdown-True-370']","['153020-StructuredElementChunker-1800-360-4000-0-markdown-True-38', '153077-StructuredElementChunker-1800-360-4000-0-markdown-True-5', '153020-StructuredElementChunker-1800-360-4000-0-markdown-True-30', '152933-StructuredElementChunker-1800-360-4000-0-markdown-True-81', '152890-StructuredElementChunker-1800-360-4000-0-markdown-True-15', '152933-StructuredElementChunker-1800-360-4000-0-markdown-True-82', '152933-StructuredElementChunker-1800-360-4000-0-markdown-True-93', '153024-StructuredElementChunker-1800-360-4000-0-markdown-True-6', '152581-StructuredElementChunker-1800-360-4000-0-markdown-True-372', '153024-StructuredElementChunker-1800-360-4000-0-markdown-True-42']",620.2395360014634,95.6416459994216,715.881182000885,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single:float32,14,Apa tujuan utama panduan API EBUPOP 21 dan bagaimana posisi Pajakku dalam penyediaan solusi teknologi pajak?,"['152575-StructuredElementChunker-1800-360-4000-0-markdown-True-1', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-2']","['152575-StructuredElementChunker-1800-360-4000-0-markdown-True-2', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-1', '153114-StructuredElementChunker-1800-360-4000-0-markdown-True-17', '153114-StructuredElementChunker-1800-360-4000-0-markdown-True-5', '152557-StructuredElementChunker-1800-360-4000-0-markdown-True-16', '153147-StructuredElementChunker-1800-360-4000-0-markdown-True-5', '152557-StructuredElementChunker-1800-360-4000-0-markdown-True-15', '153114-StructuredElementChunker-1800-360-4000-0-markdown-True-14', '153114-StructuredElementChunker-1800-360-4000-0-markdown-True-11', '153114-StructuredElementChunker-1800-360-4000-0-markdown-True-13']",461.22107900009723,84.70674099953612,545.9278199996334,1,1,1,1.0,1.0,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
single:float32,15,Informasi apa saja yang menunjukkan kredibilitas dan standar yang dimiliki oleh penyedia panduan API EBUPOP 21?,"['152575-StructuredElementChunker-1800-360-4000-0-markdown-True-1', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-3']","['152575-StructuredElementChunker-1800-360-4000-0-markdown-True-2', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-1', '153139-StructuredElementChunker-1800-360-4000-0-markdown-True-13', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-12', '152641-StructuredElementChunker-1800-360-4000-0-markdown-True-20', '152860-StructuredElementChunker-1800-360-4000-0-markdown-True-19', '153119-StructuredElementChunker-1800-360-4000-0-markdown-True-6', '152642-StructuredElementChunker-1800-360-4000-0-markdown-True-22', '152642-StructuredElementChunker-1800-360-4000-0-markdown-True-20', '152644-StructuredElementChunker-1800-360-4000-0-markdown-True-20']",451.58882800024,113.48265500055277,565.0714830007928,0,1,1,0.5,0.0,0.0,0.2,0.1,0.0,0.5,0.5,0.0,0.38685280723454163,0.38685280723454163,0.0,0.25,0.25,0.0,1.0,1.0,0.0,0.2,0.1,0.0,0.5,0.5,0.0,0.38685280723454163,0.38685280723454163,0.0,0.25,0.25,0.0,1.0,1.0
single:float32,16,Bagaimana struktur awal dokumen panduan API EBUPOP 21 ditunjukkan melalui informasi umum dan daftar isinya?,"['152575-StructuredElementChunker-1800-360-4000-0-markdown-True-4', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-7', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-8']","['152575-StructuredElementChunker-1800-360-4000-0-markdown-True-2', '152646-StructuredElementChunker-1800-360-4000-0-markdown-True-10', '152637-StructuredElementChunker-1800-360-4000-0-markdown-True-4', '153114-StructuredElementChunker-1800-360-4000-0-markdown-True-23', '152646-StructuredElementChunker-1800-360-4000-0-markdown-True-9', '153119-StructuredElementChunker-1800-360-4000-0-markdown-True-6', '152865-StructuredElementChunker-1800-360-4000-0-markdown-True-48', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-1', '153114-StructuredElementChunker-1800-360-4000-0-markdown-True-11', '152637-StructuredElementChunker-1800-360-4000-0-markdown-True-5']",439.4376620002731,84.27173800009768,523.7094000003708,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single:float32,17,Bagaimana keterkaitan antara bagian autentifikasi dan penggunaan endpoint eBupot 21 bulanan dalam panduan API?,"['152575-StructuredElementChunker-1800-360-4000-0-markdown-True-11', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-12', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-16']","['152575-StructuredElementChunker-1800-360-4000-0-markdown-True-16', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-15', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-2', '152567-StructuredElementChunker-1800-360-4000-0-markdown-True-447', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-12', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-44', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-43', '152889-StructuredElementChunker-1800-360-4000-0-markdown-True-82', '152637-StructuredElementChunker-1800-360-4000-0-markdown-True-17', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-1']",463.52321000085794,92.18187700025737,555.7050870011153,1,1,1,1.0,0.0,1.0,0.4,0.2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6508205185601091,0.6508205185601091,0.3333333333333333,0.4666666666666666,0.4666666666666666,1.0,1.0,1.0,1.0,0.4,0.2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6508205185601091,0.6508205185601091,0.3333333333333333,0.4666666666666666,0.4666666666666666,1.0,1.0,1.0
single:float32,18,How does the document versioning information relate to the change history of the API product guide?,"['152575-StructuredElementChunker-1800-360-4000-0-markdown-True-3', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-6']","['152968-StructuredElementChunker-1800-360-4000-0-markdown-True-3', '152837-StructuredElementChunker-1800-360-4000-0-markdown-True-4', '152865-StructuredElementChunker-1800-360-4000-0-markdown-True-3', '153159-StructuredElementChunker-1800-360-4000-0-markdown-True-3', '153162-StructuredElementChunker-1800-360-4000-0-markdown-True-3', '153154-StructuredElementChunker-1800-360-4000-0-markdown-True-3', '153150-StructuredElementChunker-1800-360-4000-0-markdown-True-3', '153155-StructuredElementChunker-1800-360-4000-0-markdown-True-3', '153158-StructuredElementChunker-1800-360-4000-0-markdown-True-3', '153152-StructuredElementChunker-1800-360-4000-0-markdown-True-3']",422.2703500017815,91.73415799887152,514.004508000653,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single:float32,19,How do the table of contents and detailed endpoint sections together describe the scope of API functionalities provided?,"['152575-StructuredElementChunker-1800-360-4000-0-markdown-True-8', '152575-StructuredElementChunker-1800-360-4000-0-markdown-True-10']","['152886-StructuredElementChunker-1800-360-4000-0-markdown-True-53', '152860-StructuredElementChunker-1800-360-4000-0-markdown-True-34', '153026-StructuredElementChunker-1800-360-4000-0-markdown-True-10', '152860-StructuredElementChunker-1800-360-4000-0-markdown-True-39', '152860-StructuredElementChunker-1800-360-4000-0-markdown-True-36', '152860-StructuredElementChunker-1800-360-4000-0-markdown-True-54', '152860-StructuredElementChunker-1800-360-4000-0-markdown-True-52', '152565-StructuredElementChunker-1800-360-4000-0-markdown-True-296', '152860-StructuredElementChunker-1800-360-4000-0-markdown-True-32', '153026-StructuredElementChunker-1800-360-4000-0-markdown-True-9']",391.07855600013863,83.26302099885652,474.34157699899515,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
